ID,plate,well,row,col,tip,rep,rwell,transfer_n,turnover_strain,treatment_with,turnover_id,infection_to_well,infection_to_well_id,transfer_from_well_id,transfer_to_well_id,exclude,pheno_str,pheno_num,phenotype,strategy
t1_P1_C19,1,67,C,19,2,0,22,1,,none,,,,t0_P1_C19,t2_P1_C19,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_C20,1,68,C,20,2,2,22,1,,none,,,,t0_P1_C20,t2_P1_C20,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_D19,1,91,D,19,2,1,22,1,,none,,,,t0_P1_D19,t2_P1_D19,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_D20,1,92,D,20,2,3,22,1,,none,,,,t0_P1_D20,t2_P1_D20,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_C21,1,69,C,21,2,0,23,1,wt,none,t1_S_A7,,,,t2_P1_C21,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_C22,1,70,C,22,2,2,23,1,wt,none,t1_S_A8,,,,t2_P1_C22,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_D21,1,93,D,21,2,1,23,1,wt,none,t1_S_B7,,,,t2_P1_D21,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_D22,1,94,D,22,2,3,23,1,wt,none,t1_S_B8,,,,t2_P1_D22,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_C23,1,71,C,23,2,0,24,1,,none,,,,t0_P1_C23,t2_P1_C23,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_C24,1,72,C,24,2,2,24,1,,none,,,,t0_P1_C24,t2_P1_C24,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_D23,1,95,D,23,2,1,24,1,,none,,,,t0_P1_D23,t2_P1_D23,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_D24,1,96,D,24,2,3,24,1,,none,,,,t0_P1_D24,t2_P1_D24,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_E1,1,97,E,1,3,0,25,1,,none,,53.0,t2_P1_I9,t0_P1_E1,t2_P1_E1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E2,1,98,E,2,3,2,25,1,,none,,53.0,t2_P1_I10,t0_P1_E2,t2_P1_E2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F1,1,121,F,1,3,1,25,1,,none,,53.0,t2_P1_J9,t0_P1_F1,t2_P1_F1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F2,1,122,F,2,3,3,25,1,,none,,53.0,t2_P1_J10,t0_P1_F2,t2_P1_F2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E3,1,99,E,3,3,0,26,1,,none,,85.0,t2_P1_O1,t0_P1_E3,t2_P1_E3,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E4,1,100,E,4,3,2,26,1,,none,,85.0,t2_P1_O2,t0_P1_E4,t2_P1_E4,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F3,1,123,F,3,3,1,26,1,,none,,85.0,t2_P1_P1,t0_P1_F3,t2_P1_F3,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F4,1,124,F,4,3,3,26,1,,none,,85.0,t2_P1_P2,t0_P1_F4,t2_P1_F4,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E5,1,101,E,5,3,0,27,1,wt,none,t1_S_A7,,,,t2_P1_E5,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E6,1,102,E,6,3,2,27,1,wt,none,t1_S_A8,,,,t2_P1_E6,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F5,1,125,F,5,3,1,27,1,wt,none,t1_S_B7,,,,t2_P1_F5,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F6,1,126,F,6,3,3,27,1,wt,none,t1_S_B8,,,,t2_P1_F6,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E7,1,103,E,7,3,0,28,1,,none,,,,t0_P1_E7,t2_P1_E7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E8,1,104,E,8,3,2,28,1,,none,,,,t0_P1_E8,t2_P1_E8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F7,1,127,F,7,3,1,28,1,,none,,,,t0_P1_F7,t2_P1_F7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F8,1,128,F,8,3,3,28,1,,none,,,,t0_P1_F8,t2_P1_F8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E9,1,105,E,9,3,0,29,1,,none,,,,t0_P1_E9,t2_P1_E9,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E10,1,106,E,10,3,2,29,1,,none,,,,t0_P1_E10,t2_P1_E10,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F9,1,129,F,9,3,1,29,1,,none,,,,t0_P1_F9,t2_P1_F9,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F10,1,130,F,10,3,3,29,1,,none,,,,t0_P1_F10,t2_P1_F10,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E11,1,107,E,11,3,0,30,1,,none,,,,t0_P1_E11,t2_P1_E11,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_E12,1,108,E,12,3,2,30,1,,none,,,,t0_P1_E12,t2_P1_E12,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_F11,1,131,F,11,3,1,30,1,,none,,,,t0_P1_F11,t2_P1_F11,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_F12,1,132,F,12,3,3,30,1,,none,,,,t0_P1_F12,t2_P1_F12,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_E13,1,109,E,13,3,0,31,1,,none,,46.0,t2_P1_G19,t0_P1_E13,t2_P1_E13,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E14,1,110,E,14,3,2,31,1,,none,,46.0,t2_P1_G20,t0_P1_E14,t2_P1_E14,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F13,1,133,F,13,3,1,31,1,,none,,46.0,t2_P1_H19,t0_P1_F13,t2_P1_F13,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F14,1,134,F,14,3,3,31,1,,none,,46.0,t2_P1_H20,t0_P1_F14,t2_P1_F14,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E15,1,111,E,15,3,0,32,1,wt,none,t1_S_A7,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E16,1,112,E,16,3,2,32,1,wt,none,t1_S_A8,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F15,1,135,F,15,3,1,32,1,wt,none,t1_S_B7,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F16,1,136,F,16,3,3,32,1,wt,none,t1_S_B8,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E17,1,113,E,17,3,0,33,1,,none,,,,t0_P1_E17,t2_P1_E17,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E18,1,114,E,18,3,2,33,1,,none,,,,t0_P1_E18,t2_P1_E18,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F17,1,137,F,17,3,1,33,1,,none,,,,t0_P1_F17,t2_P1_F17,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F18,1,138,F,18,3,3,33,1,,none,,,,t0_P1_F18,t2_P1_F18,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E19,1,115,E,19,3,0,34,1,,none,,,,t0_P1_E19,,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_E20,1,116,E,20,3,2,34,1,,none,,,,t0_P1_E20,,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_F19,1,139,F,19,3,1,34,1,,none,,,,t0_P1_F19,,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_F20,1,140,F,20,3,3,34,1,,none,,,,t0_P1_F20,,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_E21,1,117,E,21,3,0,35,1,,none,,,,t0_P1_E21,t2_P1_E21,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E22,1,118,E,22,3,2,35,1,,none,,,,t0_P1_E22,t2_P1_E22,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F21,1,141,F,21,3,1,35,1,,none,,,,t0_P1_F21,t2_P1_F21,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_F22,1,142,F,22,3,3,35,1,,none,,,,t0_P1_F22,t2_P1_F22,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_E23,1,119,E,23,3,0,36,1,,none,,38.0,t2_P1_G3,t0_P1_E23,t2_P1_E23,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_E24,1,120,E,24,3,2,36,1,,none,,38.0,t2_P1_G4,t0_P1_E24,t2_P1_E24,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_F23,1,143,F,23,3,1,36,1,,none,,38.0,t2_P1_H3,t0_P1_F23,t2_P1_F23,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_F24,1,144,F,24,3,3,36,1,,none,,38.0,t2_P1_H4,t0_P1_F24,t2_P1_F24,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_G1,1,145,G,1,4,0,37,1,,none,,,,t0_P1_G1,t2_P1_G1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G2,1,146,G,2,4,2,37,1,,none,,,,t0_P1_G2,t2_P1_G2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H1,1,169,H,1,4,1,37,1,,none,,,,t0_P1_H1,t2_P1_H1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H2,1,170,H,2,4,3,37,1,,none,,,,t0_P1_H2,t2_P1_H2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G3,1,147,G,3,4,0,38,1,,none,,,,t0_P1_G3,t2_P1_G3,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G4,1,148,G,4,4,2,38,1,,none,,,,t0_P1_G4,t2_P1_G4,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H3,1,171,H,3,4,1,38,1,,none,,,,t0_P1_H3,t2_P1_H3,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H4,1,172,H,4,4,3,38,1,,none,,,,t0_P1_H4,t2_P1_H4,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G5,1,149,G,5,4,0,39,1,wt,none,t1_S_A7,,,,t2_P1_G5,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G6,1,150,G,6,4,2,39,1,wt,none,t1_S_A8,,,,t2_P1_G6,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H5,1,173,H,5,4,1,39,1,wt,none,t1_S_B7,,,,t2_P1_H5,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H6,1,174,H,6,4,3,39,1,wt,none,t1_S_B8,,,,t2_P1_H6,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G7,1,151,G,7,4,0,40,1,,none,,66.0,t2_P1_K11,t0_P1_G7,t2_P1_G7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G8,1,152,G,8,4,2,40,1,,none,,66.0,t2_P1_K12,t0_P1_G8,t2_P1_G8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H7,1,175,H,7,4,1,40,1,,none,,66.0,t2_P1_L11,t0_P1_H7,t2_P1_H7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H8,1,176,H,8,4,3,40,1,,none,,66.0,t2_P1_L12,t0_P1_H8,t2_P1_H8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G9,1,153,G,9,4,0,41,1,wt,none,t1_S_A7,,,,t2_P1_G9,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G10,1,154,G,10,4,2,41,1,wt,none,t1_S_A8,,,,t2_P1_G10,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H9,1,177,H,9,4,1,41,1,wt,none,t1_S_B7,,,,t2_P1_H9,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H10,1,178,H,10,4,3,41,1,wt,none,t1_S_B8,,,,t2_P1_H10,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G11,1,155,G,11,4,0,42,1,,none,,,,t0_P1_G11,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G12,1,156,G,12,4,2,42,1,,none,,,,t0_P1_G12,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H11,1,179,H,11,4,1,42,1,,none,,,,t0_P1_H11,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H12,1,180,H,12,4,3,42,1,,none,,,,t0_P1_H12,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G13,1,157,G,13,4,0,43,1,,none,,,,t0_P1_G13,t2_P1_G13,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_G14,1,158,G,14,4,2,43,1,,none,,,,t0_P1_G14,t2_P1_G14,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_H13,1,181,H,13,4,1,43,1,,none,,,,t0_P1_H13,t2_P1_H13,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_H14,1,182,H,14,4,3,43,1,,none,,,,t0_P1_H14,t2_P1_H14,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_G15,1,159,G,15,4,0,44,1,,none,,,,t0_P1_G15,t2_P1_G15,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_G16,1,160,G,16,4,2,44,1,,none,,,,t0_P1_G16,t2_P1_G16,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_H15,1,183,H,15,4,1,44,1,,none,,,,t0_P1_H15,t2_P1_H15,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_H16,1,184,H,16,4,3,44,1,,none,,,,t0_P1_H16,t2_P1_H16,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_G17,1,161,G,17,4,0,45,1,,none,,,,t0_P1_G17,t2_P1_G17,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G18,1,162,G,18,4,2,45,1,,none,,,,t0_P1_G18,t2_P1_G18,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H17,1,185,H,17,4,1,45,1,,none,,,,t0_P1_H17,t2_P1_H17,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H18,1,186,H,18,4,3,45,1,,none,,,,t0_P1_H18,t2_P1_H18,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G19,1,163,G,19,4,0,46,1,,none,,,,t0_P1_G19,t2_P1_G19,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G20,1,164,G,20,4,2,46,1,,none,,,,t0_P1_G20,t2_P1_G20,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H19,1,187,H,19,4,1,46,1,,none,,,,t0_P1_H19,t2_P1_H19,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H20,1,188,H,20,4,3,46,1,,none,,,,t0_P1_H20,t2_P1_H20,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G21,1,165,G,21,4,0,47,1,UI,none,t1_S_A9,3.0,t2_P1_A5,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_G22,1,166,G,22,4,2,47,1,UI,none,t1_S_A10,3.0,t2_P1_A6,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_H21,1,189,H,21,4,1,47,1,UI,none,t1_S_B9,3.0,t2_P1_B5,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_H22,1,190,H,22,4,3,47,1,UI,none,t1_S_B10,3.0,t2_P1_B6,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_G23,1,167,G,23,4,0,48,1,,none,,,,t0_P1_G23,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_G24,1,168,G,24,4,2,48,1,,none,,,,t0_P1_G24,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H23,1,191,H,23,4,1,48,1,,none,,,,t0_P1_H23,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_H24,1,192,H,24,4,3,48,1,,none,,,,t0_P1_H24,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I1,1,193,I,1,5,0,49,1,,none,,,,t0_P1_I1,t2_P1_I1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I2,1,194,I,2,5,2,49,1,,none,,,,t0_P1_I2,t2_P1_I2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J1,1,217,J,1,5,1,49,1,,none,,,,t0_P1_J1,t2_P1_J1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J2,1,218,J,2,5,3,49,1,,none,,,,t0_P1_J2,t2_P1_J2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I3,1,195,I,3,5,0,50,1,,none,,,,t0_P1_I3,t2_P1_I3,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I4,1,196,I,4,5,2,50,1,,none,,,,t0_P1_I4,t2_P1_I4,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J3,1,219,J,3,5,1,50,1,,none,,,,t0_P1_J3,t2_P1_J3,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J4,1,220,J,4,5,3,50,1,,none,,,,t0_P1_J4,t2_P1_J4,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I5,1,197,I,5,5,0,51,1,bl,none,t1_S_A11,,,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_I6,1,198,I,6,5,2,51,1,bl,none,t1_S_A12,,,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_J5,1,221,J,5,5,1,51,1,bl,none,t1_S_B11,,,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_J6,1,222,J,6,5,3,51,1,bl,none,t1_S_B12,,,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_I7,1,199,I,7,5,0,52,1,,none,,96.0,t2_P1_O23,t0_P1_I7,t2_P1_I7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I8,1,200,I,8,5,2,52,1,,none,,96.0,t2_P1_O24,t0_P1_I8,t2_P1_I8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J7,1,223,J,7,5,1,52,1,,none,,96.0,t2_P1_P23,t0_P1_J7,t2_P1_J7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J8,1,224,J,8,5,3,52,1,,none,,96.0,t2_P1_P24,t0_P1_J8,t2_P1_J8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I9,1,201,I,9,5,0,53,1,wt,none,t1_S_A7,,,,t2_P1_I9,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I10,1,202,I,10,5,2,53,1,wt,none,t1_S_A8,,,,t2_P1_I10,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J9,1,225,J,9,5,1,53,1,wt,none,t1_S_B7,,,,t2_P1_J9,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J10,1,226,J,10,5,3,53,1,wt,none,t1_S_B8,,,,t2_P1_J10,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I11,1,203,I,11,5,0,54,1,bl,none,t1_S_A11,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I12,1,204,I,12,5,2,54,1,bl,none,t1_S_A12,,,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_J11,1,227,J,11,5,1,54,1,bl,none,t1_S_B11,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J12,1,228,J,12,5,3,54,1,bl,none,t1_S_B12,,,,,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_I13,1,205,I,13,5,0,55,1,,none,,,,t0_P1_I13,t2_P1_I13,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_I14,1,206,I,14,5,2,55,1,,none,,,,t0_P1_I14,t2_P1_I14,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_J13,1,229,J,13,5,1,55,1,,none,,,,t0_P1_J13,t2_P1_J13,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_J14,1,230,J,14,5,3,55,1,,none,,,,t0_P1_J14,t2_P1_J14,,['0' '0' '1' '1'],3,B_r,No treatment
t1_P1_I15,1,207,I,15,5,0,56,1,wt,none,t1_S_A7,,,,t2_P1_I15,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I16,1,208,I,16,5,2,56,1,wt,none,t1_S_A8,,,,t2_P1_I16,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J15,1,231,J,15,5,1,56,1,wt,none,t1_S_B7,,,,t2_P1_J15,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J16,1,232,J,16,5,3,56,1,wt,none,t1_S_B8,,,,t2_P1_J16,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I17,1,209,I,17,5,0,57,1,,none,,,,t0_P1_I17,t2_P1_I17,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I18,1,210,I,18,5,2,57,1,,none,,,,t0_P1_I18,t2_P1_I18,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J17,1,233,J,17,5,1,57,1,,none,,,,t0_P1_J17,t2_P1_J17,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J18,1,234,J,18,5,3,57,1,,none,,,,t0_P1_J18,t2_P1_J18,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I19,1,211,I,19,5,0,58,1,,none,,,,t0_P1_I19,t2_P1_I19,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I20,1,212,I,20,5,2,58,1,,none,,,,t0_P1_I20,t2_P1_I20,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J19,1,235,J,19,5,1,58,1,,none,,,,t0_P1_J19,t2_P1_J19,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J20,1,236,J,20,5,3,58,1,,none,,,,t0_P1_J20,t2_P1_J20,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I21,1,213,I,21,5,0,59,1,,none,,,,t0_P1_I21,t2_P1_I21,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I22,1,214,I,22,5,2,59,1,,none,,,,t0_P1_I22,t2_P1_I22,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J21,1,237,J,21,5,1,59,1,,none,,,,t0_P1_J21,t2_P1_J21,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J22,1,238,J,22,5,3,59,1,,none,,,,t0_P1_J22,t2_P1_J22,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I23,1,215,I,23,5,0,60,1,,none,,,,t0_P1_I23,t2_P1_I23,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_I24,1,216,I,24,5,2,60,1,,none,,,,t0_P1_I24,t2_P1_I24,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J23,1,239,J,23,5,1,60,1,,none,,,,t0_P1_J23,t2_P1_J23,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_J24,1,240,J,24,5,3,60,1,,none,,,,t0_P1_J24,t2_P1_J24,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K1,1,241,K,1,6,0,61,1,,none,,81.0,t2_P1_M17,t0_P1_K1,t2_P1_K1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K2,1,242,K,2,6,2,61,1,,none,,81.0,t2_P1_M18,t0_P1_K2,t2_P1_K2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L1,1,265,L,1,6,1,61,1,,none,,81.0,t2_P1_N17,t0_P1_L1,t2_P1_L1,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L2,1,266,L,2,6,3,61,1,,none,,81.0,t2_P1_N18,t0_P1_L2,t2_P1_L2,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K3,1,243,K,3,6,0,62,1,UI,none,t1_S_A9,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K4,1,244,K,4,6,2,62,1,UI,none,t1_S_A10,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L3,1,267,L,3,6,1,62,1,UI,none,t1_S_B9,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L4,1,268,L,4,6,3,62,1,UI,none,t1_S_B10,,,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K5,1,245,K,5,6,0,63,1,,none,,,,t0_P1_K5,t2_P1_K5,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_K6,1,246,K,6,6,2,63,1,,none,,,,t0_P1_K6,t2_P1_K6,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_L5,1,269,L,5,6,1,63,1,,none,,,,t0_P1_L5,t2_P1_L5,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_L6,1,270,L,6,6,3,63,1,,none,,,,t0_P1_L6,t2_P1_L6,,['0' '0' '0' '0'],0,UI,No treatment
t1_P1_K7,1,247,K,7,6,0,64,1,,none,,59.0,t2_P1_I21,t0_P1_K7,t2_P1_K7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K8,1,248,K,8,6,2,64,1,,none,,59.0,t2_P1_I22,t0_P1_K8,t2_P1_K8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L7,1,271,L,7,6,1,64,1,,none,,59.0,t2_P1_J21,t0_P1_L7,t2_P1_L7,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L8,1,272,L,8,6,3,64,1,,none,,59.0,t2_P1_J22,t0_P1_L8,t2_P1_L8,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K9,1,249,K,9,6,0,65,1,,none,,,,t0_P1_K9,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K10,1,250,K,10,6,2,65,1,,none,,,,t0_P1_K10,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L9,1,273,L,9,6,1,65,1,,none,,,,t0_P1_L9,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L10,1,274,L,10,6,3,65,1,,none,,,,t0_P1_L10,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K11,1,251,K,11,6,0,66,1,,none,,,,t0_P1_K11,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K12,1,252,K,12,6,2,66,1,,none,,,,t0_P1_K12,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L11,1,275,L,11,6,1,66,1,,none,,,,t0_P1_L11,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L12,1,276,L,12,6,3,66,1,,none,,,,t0_P1_L12,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K13,1,253,K,13,6,0,67,1,,none,,,,t0_P1_K13,t2_P1_K13,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_K14,1,254,K,14,6,2,67,1,,none,,,,t0_P1_K14,t2_P1_K14,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_L13,1,277,L,13,6,1,67,1,,none,,,,t0_P1_L13,t2_P1_L13,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_L14,1,278,L,14,6,3,67,1,,none,,,,t0_P1_L14,t2_P1_L14,,['0' '1' '0' '1'],5,A_r,No treatment
t1_P1_K15,1,255,K,15,6,0,68,1,wt,none,t1_S_A7,45.0,t2_P1_G17,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_K16,1,256,K,16,6,2,68,1,wt,none,t1_S_A8,45.0,t2_P1_G18,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L15,1,279,L,15,6,1,68,1,wt,none,t1_S_B7,45.0,t2_P1_H17,,,,['0' '0' '0' '1'],1,WT,No treatment
t1_P1_L16,1,280,L,16,6,3,68,1,wt,none,t1_S_B8,45.0,t2_P1_H18,,,,['0' '0' '0' '1'],1,WT,No treatment
